I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22
78.248085,31.721748,37.954239,0.761767,0.079591,0.397883,0.505040,50.125000,18.000000,0.002416,-4.993001,5.079087,6.528205,0.015979,0.010653,-0.001065,1352.421997,-2.516546,0.310849,0.099766,-0.009110,0.010950,0.005745
78.247330,31.721346,37.953140,0.761771,0.079589,0.397875,0.505040,50.125000,17.000000,0.002168,-5.028870,5.014523,6.556901,0.011718,-0.006392,-0.006392,1352.423096,-2.498400,0.253102,0.114515,0.002636,0.008624,0.000473
78.247124,31.721140,37.953209,0.761772,0.079591,0.397874,0.505039,50.125000,17.000000,0.000537,-5.093435,5.150826,6.650161,0.000000,-0.001065,0.008522,1352.424072,-2.623878,0.267256,0.126376,0.001165,-0.011426,0.003414
78.247452,31.719870,37.953011,0.761771,0.079596,0.397866,0.505047,50.125000,17.000000,0.000132,-5.086261,5.079087,6.528205,0.005326,0.005326,0.002131,1352.424927,-2.566049,0.266501,0.127581,0.005149,0.000712,0.010642
78.247192,31.720526,37.952881,0.761772,0.079592,0.397869,0.505043,50.125000,32.000000,0.000624,-5.100609,5.007349,6.492336,-0.005326,0.009587,-0.010653,1352.426025,-2.558776,0.203649,0.081376,-0.004865,0.000214,-0.010998
78.247116,31.720629,37.952065,0.761773,0.079586,0.397866,0.505045,50.125000,13.000000,0.000284,-5.050392,5.043218,6.499510,0.004261,-0.005326,0.026632,1352.427002,-2.543880,0.253842,0.082819,-0.004812,-0.005463,0.007546
78.248116,31.719412,37.952904,0.761768,0.079595,0.397864,0.505053,50.125000,13.000000,0.000796,-5.086261,5.014523,6.528205,0.029827,0.004261,0.014914,1352.427979,-2.540103,0.221126,0.108310,0.017657,0.006908,0.012144
78.248604,31.719004,37.953934,0.761765,0.079603,0.397866,0.505054,50.125000,14.000000,0.000377,-5.064740,5.064740,6.549727,0.003196,-0.007457,-0.008522,1352.429077,-2.549875,0.264268,0.124841,0.004191,0.006215,0.001570
78.247307,31.718613,37.952496,0.761772,0.079600,0.397857,0.505052,50.125000,13.000000,0.000893,-5.071913,5.057566,6.564075,0.001065,0.002131,-0.018109,1352.430054,-2.535867,0.263858,0.145939,-0.010881,-0.007766,-0.012222
78.246017,31.718884,37.950996,0.761779,0.079593,0.397851,0.505048,50.125000,32.000000,0.000556,-5.086261,5.071913,6.564075,0.003196,0.000000,0.001065,1352.431030,-2.549299,0.267212,0.154462,-0.010536,0.005929,-0.010418
78.246346,31.718853,37.951134,0.761777,0.079593,0.397851,0.505049,50.125000,13.000000,0.000478,-5.136478,5.079087,6.477988,0.004261,-0.007457,0.012783,1352.432007,-2.612417,0.234644,0.101710,0.005319,-0.003461,0.009144
78.246376,31.718483,37.951309,0.761777,0.079596,0.397850,0.505050,50.125000,13.000000,0.000364,-5.107783,5.093435,6.578423,0.004261,0.006392,-0.018109,1352.432983,-2.563735,0.274358,0.178977,-0.002206,0.000653,-0.008174
78.245964,31.718525,37.951057,0.761779,0.079596,0.397849,0.505048,50.125000,13.000000,0.001983,-5.043218,5.071913,6.470815,-0.001065,-0.009587,0.005326,1352.434082,-2.561026,0.335683,0.151284,-0.008551,-0.002571,-0.005532
78.246162,31.717493,37.951004,0.761778,0.079600,0.397843,0.505054,50.125000,13.000000,0.000032,-5.107783,5.086261,6.535379,0.006392,0.005326,0.017044,1352.434937,-2.577758,0.262376,0.141821,0.007145,-0.003363,0.010239
78.247307,31.718412,37.951740,0.761772,0.079596,0.397852,0.505055,50.125000,34.000000,0.001407,-5.201043,5.129304,6.506684,-0.003196,0.026632,-0.004261,1352.435913,-2.655537,0.243780,0.159339,-0.010396,0.013193,0.006698
78.248192,31.719700,37.951492,0.761769,0.079584,0.397859,0.505057,50.125000,13.000000,0.000170,-5.143652,5.086261,6.521031,0.000000,0.012783,0.020240,1352.437012,-2.602193,0.243175,0.141004,-0.015467,0.005972,0.011623
78.249374,31.718611,37.952267,0.761763,0.079591,0.397857,0.505067,50.125000,13.000000,0.000078,-5.114956,5.114956,6.535379,0.008522,-0.009587,-0.003196,1352.437988,-2.592963,0.279103,0.152608,0.005613,-0.002790,0.006775
78.248726,31.717947,37.951878,0.761766,0.079595,0.397851,0.505066,50.125000,13.000000,0.000415,-5.136478,5.021697,6.564075,-0.008522,-0.003196,-0.002131,1352.439087,-2.563416,0.285502,0.119453,-0.000467,-0.012190,-0.005650
78.248672,31.717800,37.950768,0.761767,0.079588,0.397845,0.505070,50.125000,13.000000,0.000794,-5.050392,5.100609,6.456467,-0.006392,0.010653,0.014914,1352.440063,-2.584039,0.287046,0.064785,-0.008216,-0.006659,0.011827
78.250313,31.717684,37.951653,0.761759,0.079589,0.397850,0.505078,50.125000,33.000000,0.000927,-5.143652,5.143652,6.492336,0.007457,0.005326,0.008522,1352.440918,-2.636611,0.278677,0.134721,0.006731,0.010493,0.020331
78.250854,31.718111,37.952316,0.761756,0.079589,0.397856,0.505078,50.125000,13.000000,0.001586,-5.136478,5.107783,6.434945,0.007457,-0.002131,-0.015979,1352.442017,-2.640772,0.247724,0.075300,-0.003074,-0.002276,-0.002249
78.250343,31.718529,37.952976,0.761758,0.079593,0.397860,0.505071,50.125000,14.000000,0.001510,-5.122130,5.165174,6.485162,0.015979,-0.003196,-0.015979,1352.442993,-2.636571,0.302878,0.128954,-0.001155,0.001163,-0.018831
78.250046,31.719378,37.953365,0.761759,0.079592,0.397867,0.505064,50.125000,13.000000,0.000683,-5.028870,5.107783,6.506684,0.006392,0.007457,0.014914,1352.443970,-2.605339,0.214359,0.073628,-0.000611,0.009516,0.000333
78.251244,31.717999,37.954342,0.761753,0.079602,0.397864,0.505074,50.125000,13.000000,0.001785,-4.993001,5.079087,6.492336,0.004261,-0.005326,-0.006392,1352.445068,-2.530781,0.304763,0.070479,0.003140,0.008377,0.010175
78.250443,31.717722,37.954159,0.761757,0.079605,0.397861,0.505070,50.125000,33.000000,0.000180,-5.079087,5.093435,6.499510,0.007457,-0.007457,-0.024501,1352.445923,-2.579306,0.275133,0.106357,-0.004941,-0.002959,-0.018965
78.248520,31.718128,37.953232,0.761766,0.079603,0.397858,0.505059,50.125000,13.000000,0.000550,-5.114956,5.036044,6.535379,0.014914,-0.013848,0.004261,1352.447021,-2.561185,0.223651,0.129116,0.003583,-0.008900,-0.024690
78.248306,31.717337,37.953560,0.761767,0.079611,0.397855,0.505059,50.125000,13.000000,0.000070,-5.093435,5.086261,6.492336,-0.001065,0.008522,0.022371,1352.447998,-2.586871,0.262174,0.102657,0.011970,-0.000485,0.002951
78.249405,31.716814,37.953732,0.761762,0.079611,0.397853,0.505068,50.125000,33.000000,0.000642,-5.043218,5.086261,6.506684,0.000000,0.018109,0.000000,1352.448975,-2.554715,0.288230,0.099254,-0.010237,0.009938,0.006384
78.249779,31.717791,37.953754,0.761760,0.079604,0.397859,0.505067,50.125000,13.000000,0.000212,-5.086261,5.028870,6.442119,0.005326,0.009587,0.005326,1352.450073,-2.579592,0.217254,0.042623,-0.009480,0.007106,0.000148
78.250702,31.718317,37.954411,0.761756,0.079603,0.397866,0.505069,50.125000,33.000000,0.001292,-5.122130,5.079087,6.420598,0.015979,-0.003196,0.010653,1352.450928,-2.627121,0.232050,0.050899,0.006791,0.005902,0.014416
78.250755,31.717943,37.955124,0.761755,0.079609,0.397867,0.505068,50.125000,13.000000,0.000071,-5.064740,5.036044,6.434945,0.015979,-0.015979,-0.014914,1352.451904,-2.573817,0.231308,0.032550,0.009358,-0.001925,-0.006659
78.248695,31.717808,37.953693,0.761765,0.079608,0.397859,0.505060,50.125000,13.000000,0.000876,-5.079087,5.050392,6.564075,0.018109,0.004261,0.000000,1352.453003,-2.536751,0.255292,0.145968,0.001282,-0.009921,-0.016629
78.248383,31.717848,37.953529,0.761766,0.079607,0.397858,0.505058,50.125000,13.000000,0.003701,-5.122130,5.021697,6.542553,0.021305,0.008522,0.013848,1352.453979,-2.492876,0.212932,0.145741,0.004877,0.011564,0.000379
78.248703,31.717535,37.953564,0.761765,0.079608,0.397856,0.505061,50.125000,13.000000,0.000563,-5.036044,5.021697,6.499510,-0.001065,-0.006392,0.006392,1352.455078,-2.527720,0.245231,0.072052,0.004021,0.002373,0.009227
78.247612,31.716291,37.951984,0.761771,0.079608,0.397842,0.505064,50.125000,33.000000,0.004215,-5.036044,5.021697,6.621466,0.003196,-0.024501,-0.013848,1352.456055,-2.480171,0.264703,0.171016,0.001712,-0.021356,-0.008734
78.246292,31.716059,37.951256,0.761777,0.079609,0.397836,0.505059,50.125000,13.000000,0.000070,-5.100609,5.086261,6.492336,0.005326,0.006392,-0.002131,1352.456909,-2.590867,0.258781,0.104661,-0.003408,-0.008874,-0.011396
78.246475,31.716270,37.951286,0.761776,0.079608,0.397838,0.505059,50.125000,13.000000,0.000245,-5.079087,5.021697,6.492336,0.008522,0.001065,0.012783,1352.458008,-2.553492,0.223675,0.078977,-0.003857,0.007736,0.002246
78.246918,31.715809,37.951580,0.761774,0.079611,0.397837,0.505063,50.125000,13.000000,0.000178,-5.086261,4.993001,6.506684,0.005326,-0.001065,0.004261,1352.458984,-2.542868,0.249012,0.028949,0.000541,0.000675,0.003488
78.246490,31.715609,37.950825,0.761777,0.079608,0.397832,0.505063,50.125000,13.000000,0.000015,-5.086261,5.050392,6.485162,-0.001065,-0.015979,0.006392,1352.460083,-2.571702,0.239233,0.083804,0.003149,-0.009239,0.000087
78.246124,31.714935,37.950405,0.761779,0.079611,0.397826,0.505064,50.125000,32.000000,0.000477,-5.122130,5.079087,6.463641,0.012783,0.010653,-0.003196,1352.461060,-2.610700,0.238887,0.085575,0.005561,-0.010471,-0.001504
78.246155,31.715626,37.950706,0.761778,0.079609,0.397831,0.505061,50.125000,13.000000,0.000316,-5.064740,5.021697,6.499510,0.008522,0.015979,0.001065,1352.461914,-2.543165,0.231604,0.080458,-0.003564,0.013750,-0.004229
78.246277,31.716280,37.950794,0.761778,0.079605,0.397835,0.505059,50.125000,13.000000,0.000845,-5.100609,5.107783,6.449293,0.004261,-0.006392,-0.003196,1352.463013,-2.616379,0.267040,0.076093,-0.006114,-0.008311,-0.007436
78.245705,31.716551,37.950386,0.761781,0.079603,0.397835,0.505056,50.125000,13.000000,0.001792,-5.136478,5.079087,6.470815,0.007457,-0.019175,0.001065,1352.463989,-2.636935,0.214630,0.062954,-0.002403,-0.018050,-0.007056
78.245255,31.716551,37.950653,0.761782,0.079606,0.397835,0.505052,50.125000,13.000000,0.000281,-5.122130,5.071913,6.477988,0.026632,0.000000,0.005326,1352.464966,-2.602099,0.236277,0.095169,0.006406,-0.003034,-0.007115
78.246071,31.716400,37.951931,0.761778,0.079613,0.397841,0.505054,50.125000,32.000000,0.000364,-5.071913,5.000175,6.413424,0.013848,0.004261,0.038350,1352.466064,-2.571866,0.199352,0.006339,0.009132,0.015521,0.015817
78.247261,31.715761,37.952499,0.761772,0.079616,0.397841,0.505062,50.125000,13.000000,0.001007,-5.150826,5.036044,6.542553,-0.002131,-0.005326,-0.003196,1352.466919,-2.577524,0.207643,0.145573,0.008236,0.000403,0.013149
78.246033,31.716318,37.950771,0.761779,0.079606,0.397835,0.505058,50.125000,13.000000,0.000950,-5.064740,5.036044,6.549727,-0.017044,-0.003196,-0.018109,1352.468018,-2.529253,0.249759,0.125560,-0.021381,-0.016282,-0.017365
78.244965,31.717087,37.949417,0.761784,0.079596,0.397833,0.505052,50.125000,13.000000,0.000436,-5.086261,5.064740,6.513858,0.019175,-0.004261,-0.004261,1352.468994,-2.585969,0.216250,0.106214,-0.005269,-0.003546,-0.010994
78.244858,31.717155,37.950645,0.761784,0.079604,0.397839,0.505047,50.125000,13.000000,0.000319,-5.100609,5.086261,6.463641,0.023436,0.004261,0.011718,1352.469971,-2.602067,0.254323,0.081368,0.012532,0.013379,-0.007634
78.245560,31.717079,37.952095,0.761780,0.079612,0.397845,0.505047,50.125000,32.000000,0.000975,-5.079087,5.143652,6.513858,0.004261,-0.008522,0.011718,1352.471069,-2.594051,0.312796,0.132887,0.016859,0.006484,0.004812
78.245613,31.716101,37.952244,0.761780,0.079618,0.397840,0.505050,50.125000,13.000000,0.000375,-5.086261,5.107783,6.485162,0.002131,-0.006392,-0.001065,1352.472046,-2.594687,0.279541,0.101000,0.007546,-0.013628,-0.000724
78.245865,31.715902,37.952625,0.761778,0.079621,0.397841,0.505051,50.125000,13.000000,0.000963,-5.093435,5.114956,6.449293,0.011718,0.011718,0.005326,1352.472900,-2.615387,0.275408,0.076157,0.008383,0.006081,0.007859
78.246918,31.716278,37.953888,0.761773,0.079624,0.397849,0.505053,50.125000,13.000000,0.000959,-5.143652,5.064740,6.564075,0.008522,0.012783,-0.005326,1352.473999,-2.595249,0.234495,0.091014,0.000053,0.011358,0.005614
78.246529,31.717302,37.953331,0.761775,0.079615,0.397852,0.505049,50.125000,13.000000,0.000472,-5.043218,5.071913,6.521031,-0.004261,0.005326,-0.006392,1352.474976,-2.543326,0.280557,0.106646,-0.006198,0.006131,-0.005314
78.246078,31.717466,37.952351,0.761778,0.079610,0.397849,0.505048,50.125000,37.000000,0.000276,-5.150826,5.064740,6.477988,0.000000,-0.004261,0.007457,1352.476074,-2.554754,0.252402,0.126881,-0.005769,0.000040,-0.001525
78.246597,31.716932,37.952869,0.761775,0.079614,0.397848,0.505052,50.125000,13.000000,0.000711,-5.100609,5.107783,6.456467,-0.004261,-0.005326,0.014914,1352.477051,-2.613419,0.268169,0.082042,0.008994,-0.002429,0.006914
78.247337,31.716291,37.953156,0.761771,0.079617,0.397847,0.505058,50.125000,13.000000,0.000075,-5.122130,5.122130,6.556901,-0.006392,0.002131,-0.007457,1352.477905,-2.591304,0.284014,0.174345,0.000676,-0.003415,0.007592
78.246552,31.716660,37.952328,0.761775,0.079612,0.397844,0.505054,50.125000,13.000000,0.000075,-5.050392,5.071913,6.556901,-0.003196,0.006392,-0.013848,1352.479004,-2.573534,0.234753,0.099868,-0.009436,-0.007920,-0.017595
78.246239,31.716434,37.951580,0.761777,0.079610,0.397840,0.505056,50.125000,13.000000,0.001084,-5.064740,5.079087,6.492336,0.010653,0.021305,0.008522,1352.479980,-2.568969,0.270785,0.091807,-0.005559,0.009810,0.002333
78.246948,31.716543,37.951988,0.761774,0.079609,0.397843,0.505059,50.125000,37.000000,0.000709,-5.122130,5.114956,6.578423,0.000000,0.007457,0.007457,1352.481079,-2.526045,0.244128,0.085757,-0.002876,0.008412,0.002792
78.247208,31.716133,37.951721,0.761773,0.079609,0.397839,0.505063,50.125000,13.000000,0.000154,-5.122130,5.043218,6.528205,0.004261,-0.008522,0.000000,1352.482056,-2.570868,0.224055,0.127438,0.001986,-0.007495,0.004274
78.245972,31.716288,37.950897,0.761779,0.079607,0.397836,0.505057,50.125000,13.000000,0.000629,-5.122130,5.079087,6.499510,0.011718,-0.019175,-0.014914,1352.482910,-2.596565,0.244712,0.114791,0.003596,-0.017833,-0.019714
78.245003,31.716055,37.951069,0.761783,0.079613,0.397834,0.505051,50.125000,36.000000,0.000668,-5.107783,5.079087,6.463641,0.007457,0.006392,0.009587,1352.484131,-2.595585,0.282953,0.079165,0.002172,0.006783,0.008446
78.245705,31.715939,37.951588,0.761780,0.079614,0.397836,0.505054,50.125000,13.000000,0.000310,-5.036044,4.971479,6.528205,0.000000,-0.002131,0.019175,1352.484985,-2.496490,0.214559,0.080260,0.004597,-0.000712,0.009778
78.245476,31.715303,37.950455,0.761781,0.079611,0.397828,0.505059,50.125000,37.000000,0.001024,-5.143652,5.000175,6.499510,0.005326,0.009587,0.004261,1352.485962,-2.532479,0.196830,0.063928,0.004767,0.000459,0.004174
78.245590,31.716394,37.950489,0.761781,0.079605,0.397834,0.505055,50.125000,13.000000,0.001641,-5.143652,5.064740,6.449293,0.012783,0.020240,0.000000,1352.487061,-2.621839,0.216426,0.076150,-0.002571,0.013508,-0.004866
78.245491,31.718336,37.950096,0.761782,0.079592,0.397843,0.505049,50.125000,13.000000,0.002371,-5.122130,5.071913,6.521031,0.015979,-0.002131,0.005326,1352.488037,-2.585192,0.243305,0.130178,-0.000782,0.016360,-0.000223
78.244942,31.719009,37.950577,0.761784,0.079593,0.397849,0.505041,50.125000,36.000000,0.002270,-5.158000,5.122130,6.571249,0.009587,-0.029827,0.008522,1352.489136,-2.633071,0.188429,0.096531,0.017455,-0.017806,-0.003854
78.244881,31.718189,37.950531,0.761784,0.079598,0.397844,0.505044,50.125000,13.000000,0.000821,-5.172348,5.071913,6.513858,-0.007457,0.005326,0.029827,1352.489990,-2.614544,0.218318,0.139412,0.012634,-0.006658,0.014391
78.246277,31.718491,37.950573,0.761778,0.079591,0.397847,0.505052,50.125000,13.000000,0.000821,-5.150826,5.079087,6.528205,0.000000,0.018109,-0.011718,1352.490967,-2.558085,0.288485,0.168807,-0.008876,0.008196,0.015450
78.245728,31.720423,37.950012,0.761781,0.079579,0.397855,0.505044,50.125000,13.000000,0.000267,-5.122130,5.071913,6.477988,0.000000,0.008522,-0.012783,1352.492065,-2.601918,0.236580,0.095284,-0.016112,0.004298,-0.019301
78.245689,31.720427,37.949913,0.761781,0.079578,0.397855,0.505044,50.125000,13.000000,0.000261,-5.043218,5.143652,6.492336,0.003196,-0.009587,0.001065,1352.493042,-2.583435,0.326692,0.104678,-0.003503,-0.004200,0.000122
78.245163,31.719416,37.950096,0.761783,0.079587,0.397849,0.505043,50.125000,37.000000,0.000547,-5.043218,5.100609,6.578423,0.013848,-0.003196,-0.017044,1352.494019,-2.579763,0.300224,0.138122,-0.001008,-0.001174,-0.017963
78.244514,31.719337,37.949738,0.761786,0.079587,0.397847,0.505040,50.125000,13.000000,0.001686,-5.064740,5.079087,6.599944,0.009587,0.008522,0.002131,1352.494995,-2.526817,0.288299,0.179259,-0.003956,0.006400,-0.003355
78.244835,31.719528,37.949821,0.761785,0.079586,0.397848,0.505042,50.125000,12.000000,0.000288,-5.057566,5.014523,6.492336,0.009587,0.002131,0.007457,1352.495972,-2.577552,0.232234,0.139742,0.002624,0.001527,0.007815
78.245026,31.719557,37.949913,0.761784,0.079585,0.397849,0.505042,50.125000,13.000000,0.000294,-5.093435,5.107783,6.492336,0.001065,0.004261,-0.004261,1352.497070,-2.595613,0.277626,0.109001,-0.007472,0.002113,-0.001438
