I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22
-82.321030,-31.333323,138.674286,0.422093,0.615552,-0.664694,-0.033393,49.500000,13.000000,0.000911,5.100609,5.502345,-6.356033,-0.005326,0.005326,0.001065,1455.364990,-0.367463,-0.307761,-1.295458,-0.005110,0.010360,-0.003156
-82.320374,-31.333366,138.673996,0.422095,0.615555,-0.664690,-0.033392,49.500000,13.000000,0.000547,5.100609,5.595604,-6.363207,0.005326,0.018109,-0.002131,1455.365967,-0.441822,-0.286865,-1.233513,-0.013353,0.004674,0.012954
-82.319351,-31.334341,138.672958,0.422106,0.615553,-0.664685,-0.033388,49.500000,13.000000,0.000310,5.172348,5.552561,-6.327338,-0.007457,0.012783,-0.002131,1455.367065,-0.470401,-0.360345,-1.313952,-0.009472,0.015300,0.002599
-82.319244,-31.335091,138.672195,0.422113,0.615548,-0.664685,-0.033387,49.500000,13.000000,0.001246,5.122130,5.617126,-6.269947,0.002131,-0.006392,0.004261,1455.368042,-0.518933,-0.349591,-1.279164,0.003128,-0.000205,-0.008519
-82.319016,-31.335106,138.671219,0.422119,0.615546,-0.664683,-0.033392,49.500000,32.000000,0.000623,5.193869,5.595604,-6.320164,0.002131,-0.007457,-0.003196,1455.368896,-0.464607,-0.393126,-1.214167,0.008849,0.003400,-0.003489
-82.318565,-31.335522,138.670792,0.422123,0.615546,-0.664681,-0.033390,49.500000,13.000000,0.001227,5.165174,5.624300,-6.284295,0.015979,0.011718,0.001065,1455.369995,-0.513444,-0.379956,-1.240004,-0.009470,-0.007809,0.012598
-82.317345,-31.335594,138.670181,0.422127,0.615550,-0.664674,-0.033388,49.500000,13.000000,0.000321,5.136478,5.516692,-6.312990,0.007457,0.003196,-0.023436,1455.370972,-0.404998,-0.359094,-1.299217,0.013161,0.010851,0.021330
-82.316261,-31.334726,138.669449,0.422127,0.615557,-0.664668,-0.033394,49.500000,13.000000,0.000119,5.064740,5.581257,-6.327338,0.001065,0.004261,-0.015979,1455.372070,-0.450714,-0.358660,-1.284371,0.007123,0.013049,0.012735
-82.315514,-31.334406,138.668701,0.422130,0.615560,-0.664663,-0.033398,49.500000,13.000000,0.000545,5.158000,5.667343,-6.391902,0.008522,0.011718,0.009587,1455.373047,-0.480535,-0.310862,-1.136445,-0.015347,-0.005383,0.001953
-82.316292,-31.335262,138.670166,0.422126,0.615557,-0.664669,-0.033387,49.500000,32.000000,0.000010,5.136478,5.581257,-6.341685,0.011718,0.001065,0.015979,1455.373901,-0.441149,-0.332588,-1.238230,-0.010288,-0.013510,-0.007574
