I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22
-156.078201,-33.415611,-142.084061,-0.201508,-0.279099,0.866808,-0.360753,50.125000,13.000000,0.000841,5.466475,-5.158000,-6.628639,0.009587,0.002131,0.004261,432.514008,121.641914,-444.281769,-1161.418457,-0.058505,-0.031215,-0.027344
-156.077148,-33.414669,-142.085373,-0.201500,-0.279102,0.866812,-0.360744,50.125000,32.000000,0.002037,5.452127,-5.122130,-6.671682,0.000000,-0.009587,-0.010653,432.515015,121.638512,-443.929779,-1160.745117,0.110401,0.085968,0.129374
-156.076111,-33.414604,-142.086243,-0.201498,-0.279109,0.866813,-0.360739,50.125000,13.000000,0.000200,5.523866,-5.129304,-6.635813,0.013848,0.003196,0.001065,432.515991,120.828751,-444.167969,-1160.599609,-0.106184,-0.026958,0.017318
-156.076019,-33.415619,-142.086487,-0.201507,-0.279111,0.866810,-0.360738,50.125000,13.000000,0.000271,5.466475,-5.114956,-6.592770,-0.001065,0.021305,-0.012783,432.516998,121.346329,-444.256500,-1161.249756,-0.006896,0.043256,0.040309
-156.075424,-33.415607,-142.087341,-0.201507,-0.279114,0.866811,-0.360733,50.125000,13.000000,0.001596,5.502345,-5.150826,-6.635813,0.009587,-0.007457,0.002131,432.518005,121.611374,-443.899536,-1160.716309,-0.015706,-0.003319,0.027480
-156.076294,-33.414459,-142.086227,-0.201498,-0.279107,0.866813,-0.360739,50.125000,13.000000,0.000452,5.495171,-5.165174,-6.556901,0.011718,-0.001065,0.019175,432.519012,121.211159,-444.423157,-1161.367432,-0.082989,-0.104460,-0.160159
-156.076660,-33.414040,-142.085632,-0.201494,-0.279104,0.866814,-0.360742,50.125000,32.000000,0.000611,5.495171,-5.050392,-6.556901,0.017044,-0.001065,-0.008522,432.520020,120.742928,-444.699402,-1161.933105,-0.113337,0.021114,0.141485
-156.076401,-33.414772,-142.085373,-0.201499,-0.279108,0.866810,-0.360745,50.125000,13.000000,0.000450,5.538214,-5.107783,-6.556901,0.003196,0.002131,-0.006392,432.520996,120.537811,-444.749054,-1161.710083,0.021681,0.036348,0.057361
-156.075455,-33.416031,-142.086166,-0.201507,-0.279117,0.866807,-0.360742,50.125000,13.000000,0.000870,5.595604,-5.129304,-6.614292,0.003196,-0.007457,-0.019175,432.522003,120.049568,-444.491394,-1160.683228,0.075085,0.117212,0.220597
-156.073273,-33.416351,-142.087723,-0.201507,-0.279131,0.866805,-0.360734,50.125000,13.000000,0.001513,5.559735,-5.057566,-6.578423,0.008522,-0.021305,-0.010653,432.523010,120.115250,-444.444977,-1160.818726,0.067353,0.087650,0.201469
