accel_x,accel_y,accel_z
-9.756439,0.007174,-1.147816
-9.821004,0,-1.104773
-9.849699,0.057391,-1.162164
-9.785134,-0.021522,-1.025861
-9.727743,-0.114782,-1.054556
-9.734918,0.050217,-1.104773
-9.763613,-0.050217,-1.104773
-9.756439,-0.007174,-1.068904
-9.734918,-0.107608,-1.119121
-9.813829,-0.114782,-1.15499
-9.835351,0,-1.097599
-9.806656,-0.064565,-1.15499
-9.849699,-0.071739,-1.15499
-9.742091,-0.035869,-1.133469
-9.763613,-0.035869,-1.076078
-9.785134,-0.021522,-1.126295
-9.770786,-0.043043,-1.104773
-9.799482,0,-1.06173
-9.785134,-0.043043,-1.054556
-9.907089,0.014348,-1.025861
-9.842525,-0.086086,-1.054556
-9.713396,-0.078912,-1.090425
-9.828177,-0.09326,-1.090425
-9.856873,0.007174,-1.076078
-9.799482,-0.028695,-1.083252
-9.777961,-0.057391,-1.15499
-9.878394,-0.014348,-1.104773
-9.813829,-0.064565,-1.033035
-9.792308,-0.136303,-1.104773
-9.777961,-0.043043,-1.097599
-9.713396,-0.035869,-1.097599
-9.706222,-0.007174,-1.140643
-9.691875,0.007174,-1.140643
-9.892742,-0.050217,-1.140643
-9.885569,-0.007174,-1.068904
-9.878394,-0.050217,-1.126295
-9.813829,0.043043,-1.140643
-9.785134,0.050217,-1.111947
-9.835351,-0.021522,-1.076078
-9.842525,0.071739,-1.15499
-9.785134,-0.043043,-1.068904
-9.899916,-0.064565,-1.104773
-9.777961,-0.107608,-1.147816
-9.899916,-0.071739,-1.176512
-9.828177,-0.057391,-1.162164
-9.727743,-0.071739,-1.190859
-9.828177,-0.035869,-1.126295
-9.813829,-0.007174,-1.076078
-9.777961,-0.057391,-1.004339
-9.806656,-0.057391,-1.083252
-9.763613,0,-1.097599
-9.842525,-0.071739,-1.068904
-9.777961,-0.043043,-1.133469
-9.835351,-0.050217,-1.06173
-9.821004,-0.007174,-1.097599
-9.806656,0,-1.111947
-9.856873,0.035869,-1.097599
-9.806656,-0.007174,-1.126295
-9.842525,-0.028695,-1.133469
-9.785134,0.014348,-1.176512
-9.785134,-0.043043,-1.126295
-9.777961,-0.071739,-1.111947
-9.777961,-0.028695,-1.119121
-9.734918,-0.071739,-1.104773
-9.691875,-0.100434,-1.126295
-9.799482,-0.035869,-1.111947
-9.835351,-0.007174,-1.162164
-9.835351,0.014348,-1.104773
-9.777961,0.014348,-1.176512
-9.763613,0.028695,-1.190859
-9.835351,-0.014348,-1.126295
-9.792308,-0.114782,-1.083252
-9.792308,-0.035869,-1.06173
-9.785134,-0.064565,-1.104773
-9.828177,0.028695,-1.040209
-9.856873,-0.035869,-1.097599
-9.799482,0.043043,-1.083252
-9.813829,0.007174,-1.111947
-9.785134,-0.100434,-1.068904
-9.799482,-0.121955,-1.083252
-9.813829,0.014348,-1.047382
-9.914264,-0.007174,-0.989992
-9.742091,-0.09326,-1.054556
-9.806656,-0.014348,-1.097599
-9.842525,-0.043043,-1.15499
-9.821004,-0.007174,-1.212381
-9.727743,-0.043043,-1.133469
-9.849699,0,-1.140643
-9.785134,-0.043043,-1.198033
-9.756439,-0.064565,-1.140643
-9.792308,-0.028695,-1.162164
-9.777961,0.014348,-1.162164
-9.821004,-0.007174,-1.162164
-9.871221,-0.050217,-1.104773
-9.763613,-0.071739,-1.097599
-9.777961,-0.071739,-1.119121
-9.871221,-0.035869,-1.090425
-9.849699,-0.050217,-1.083252
-9.835351,-0.078912,-1.068904
-9.835351,-0.064565,-1.047382
-9.799482,0.021522,-1.097599
-9.878394,-0.071739,-1.111947
-9.842525,-0.071739,-1.083252
-9.821004,-0.129129,-1.090425
-9.749265,-0.035869,-1.011513
-9.713396,-0.028695,-1.054556
-9.756439,0.021522,-1.111947
-9.806656,-0.064565,-1.104773
-9.828177,0.014348,-1.104773
-9.864047,0.007174,-1.090425
-9.806656,-0.014348,-1.133469
-9.792308,0.014348,-1.133469
-9.770786,-0.071739,-1.126295
-9.770786,-0.071739,-1.104773
-9.756439,-0.064565,-1.083252
-9.813829,-0.09326,-1.198033
-9.821004,-0.064565,-1.104773
-9.907089,-0.035869,-1.147816
-9.828177,-0.086086,-1.147816
-9.806656,-0.021522,-1.119121
-9.799482,-0.050217,-1.133469
-9.763613,-0.014348,-1.111947
-9.72057,0.086086,-1.068904
-9.763613,0.050217,-1.06173
-9.792308,0.050217,-1.083252
-9.878394,-0.007174,-1.054556
-9.799482,0,-1.068904
-9.842525,-0.035869,-1.040209
-9.785134,0.078912,-1.040209
-9.763613,0.014348,-1.040209
-9.777961,0.050217,-1.076078
-9.756439,-0.043043,-1.06173
-9.856873,-0.107608,-1.076078
-9.821004,-0.057391,-1.054556
-9.914264,0,-1.083252
-9.871221,-0.014348,-1.06173
-9.792308,-0.050217,-1.068904
-9.813829,0,-1.097599
-9.770786,0.014348,-1.162164
-9.713396,-0.050217,-1.15499
-9.813829,-0.057391,-1.076078
-9.806656,-0.050217,-1.190859
-9.706222,0,-1.183686
-9.856873,-0.043043,-1.15499
-9.785134,-0.064565,-1.15499
-9.785134,-0.086086,-1.097599
-9.799482,-0.014348,-1.097599
-9.792308,-0.071739,-1.097599
-9.835351,0.021522,-1.104773
-9.821004,0.028695,-1.104773
-9.864047,-0.043043,-1.083252
-9.914264,-0.021522,-1.133469
-9.878394,0.086086,-1.104773
-9.799482,0.014348,-1.068904
-9.749265,0.028695,-1.126295
-9.777961,0.014348,-1.111947
-9.749265,-0.028695,-1.076078
-9.885569,0.021522,-1.097599
-9.792308,-0.007174,-1.15499
-9.813829,-0.050217,-1.119121
-9.813829,0.078912,-1.111947
-9.770786,0.078912,-1.169338
-9.806656,-0.050217,-1.111947
-9.749265,-0.086086,-1.176512
-9.777961,-0.064565,-1.06173
-9.813829,-0.057391,-1.06173
-9.799482,-0.078912,-1.162164
-9.777961,-0.014348,-1.076078
-9.799482,0,-1.140643
-9.828177,-0.09326,-1.126295
-9.856873,-0.035869,-1.090425
-9.835351,-0.021522,-1.104773
-9.763613,-0.071739,-1.068904
-9.799482,-0.057391,-1.162164
-9.799482,-0.050217,-1.140643
-9.763613,-0.021522,-1.111947
-9.742091,0.035869,-1.140643
-9.777961,-0.021522,-1.097599
-9.813829,-0.050217,-1.162164
-9.734918,-0.064565,-1.176512
-9.727743,-0.028695,-1.068904
-9.813829,-0.050217,-1.133469
-9.770786,-0.057391,-1.126295
-9.835351,-0.064565,-1.097599
-9.856873,0.021522,-1.133469
-9.835351,0.050217,-1.133469
-9.777961,0.064565,-1.140643
-9.756439,-0.014348,-1.083252
-9.727743,-0.007174,-1.147816
-9.799482,-0.028695,-1.15499
-9.756439,-0.035869,-1.147816
-9.691875,-0.064565,-1.140643
-9.835351,-0.078912,-1.126295
-9.713396,0.007174,-1.126295
-9.749265,-0.035869,-1.083252
-9.813829,-0.014348,-1.083252
-9.806656,-0.078912,-1.15499
-9.799482,0.014348,-1.083252
-9.835351,0.043043,-1.068904
-9.806656,-0.050217,-1.119121
-9.856873,-0.064565,-1.169338
-9.871221,-0.043043,-1.111947
-9.727743,0.014348,-1.076078
-9.799482,0.021522,-1.090425
-9.799482,0.050217,-1.104773
-9.806656,-0.021522,-1.111947
-9.813829,-0.028695,-1.140643
-9.821004,-0.078912,-1.119121
-9.799482,0.014348,-1.06173
-9.813829,-0.057391,-1.090425
-9.813829,-0.050217,-1.169338
-9.828177,0.007174,-1.111947
-9.763613,-0.057391,-1.133469
-9.813829,-0.064565,-1.033035
-9.770786,-0.09326,-1.097599
-9.785134,-0.064565,-1.090425
-9.821004,0.014348,-1.097599
-9.799482,-0.007174,-1.126295
-9.756439,-0.057391,-1.147816
-9.742091,0.021522,-1.090425
-9.749265,-0.078912,-1.133469
-9.749265,-0.035869,-1.140643
-9.691875,-0.078912,-1.126295
-9.828177,-0.09326,-1.126295
-9.792308,0.035869,-1.06173
-9.892742,0.057391,-1.090425
-9.856873,0.007174,-1.126295
-9.806656,-0.050217,-1.162164
-9.749265,0.014348,-1.119121
-9.749265,-0.007174,-1.212381
-9.864047,0.035869,-1.104773
-9.792308,0,-1.090425
-9.734918,-0.035869,-1.076078
-9.785134,-0.035869,-1.111947
-9.785134,-0.028695,-1.176512
-9.828177,-0.007174,-1.097599
-9.770786,-0.050217,-1.104773
-9.777961,-0.107608,-1.119121
-9.813829,-0.064565,-1.018687
-9.842525,0.021522,-1.140643
-9.713396,-0.043043,-1.047382
-9.842525,-0.086086,-1.140643
-9.821004,0,-1.15499
-9.799482,0.007174,-1.140643
-9.835351,-0.021522,-1.140643
-9.907089,-0.043043,-1.076078
-9.799482,-0.078912,-1.068904
-9.734918,-0.035869,-1.140643
-9.821004,-0.071739,-1.140643
-9.763613,-0.007174,-1.06173
-9.799482,-0.021522,-1.040209
-9.849699,0.028695,-1.083252
-9.864047,-0.007174,-1.06173
-9.777961,-0.114782,-1.119121
-9.885569,-0.021522,-1.15499
-9.763613,0.014348,-1.104773
-9.828177,0.007174,-1.06173
-9.835351,-0.028695,-1.176512
-9.821004,-0.035869,-1.183686
-9.770786,-0.071739,-1.140643
-9.864047,-0.071739,-1.15499
-9.828177,-0.057391,-1.090425
-9.763613,-0.014348,-1.169338
-9.842525,-0.028695,-1.147816
-9.799482,-0.028695,-1.090425
-9.813829,-0.107608,-1.126295
-9.72057,-0.035869,-1.068904
-9.799482,-0.071739,-1.076078
-9.864047,-0.007174,-1.147816
-9.813829,-0.028695,-1.147816
-9.742091,0.007174,-1.06173
-9.785134,-0.028695,-1.133469
-9.799482,-0.043043,-1.111947
-9.842525,-0.007174,-1.083252
-9.777961,-0.086086,-1.090425
-9.864047,-0.057391,-1.111947
-9.799482,-0.028695,-1.111947
-9.777961,-0.028695,-1.076078
-9.842525,-0.028695,-1.047382
-9.856873,-0.028695,-1.083252
-9.864047,-0.021522,-1.104773
-9.777961,-0.021522,-1.06173
-9.742091,-0.050217,-1.083252
-9.756439,0,-1.111947
-9.871221,-0.035869,-1.140643
-9.821004,-0.043043,-1.111947
-9.770786,-0.086086,-1.162164
-9.742091,0,-1.111947
-9.72057,0.007174,-1.140643
-9.734918,-0.114782,-1.090425
-9.727743,-0.007174,-1.090425
-9.785134,-0.028695,-1.198033
-9.849699,-0.028695,-1.083252
-9.828177,-0.014348,-1.104773
-9.749265,-0.071739,-1.090425
-9.813829,0,-1.083252
-9.849699,-0.043043,-1.068904
-9.799482,-0.050217,-1.090425
-9.785134,-0.078912,-1.004339
-9.777961,-0.021522,-1.126295
-9.821004,0.014348,-1.176512
-9.821004,-0.064565,-1.119121
-9.756439,-0.035869,-1.06173
-9.835351,-0.014348,-1.097599
-9.792308,-0.086086,-1.090425
-9.770786,-0.028695,-1.097599
-9.799482,-0.035869,-1.083252
-9.821004,0.007174,-1.140643
-9.742091,-0.035869,-1.083252
-9.756439,0.007174,-1.090425
-9.813829,-0.064565,-1.198033
-9.806656,-0.064565,-1.176512
-9.828177,-0.09326,-1.133469
-9.756439,-0.086086,-1.126295
-9.856873,-0.057391,-1.176512
-9.806656,-0.035869,-1.126295
-9.727743,-0.007174,-1.140643
-9.749265,-0.086086,-1.06173
-9.691875,-0.007174,-1.126295
-9.792308,-0.014348,-1.119121
-9.813829,-0.071739,-1.169338
-9.864047,-0.064565,-1.104773
-9.763613,-0.09326,-1.076078
-9.713396,-0.050217,-1.119121
-9.799482,0.014348,-1.126295
-9.785134,-0.035869,-1.111947
-9.835351,-0.021522,-1.190859
-9.777961,-0.035869,-1.140643
-9.785134,-0.086086,-1.119121
-9.749265,0.007174,-1.097599
-9.792308,-0.035869,-1.119121
-9.763613,0,-1.133469
-9.777961,-0.043043,-1.133469
-9.756439,-0.043043,-1.119121
-9.828177,-0.107608,-1.133469
-9.770786,0.007174,-1.198033
-9.742091,-0.043043,-1.15499
-9.806656,-0.021522,-1.090425
-9.835351,-0.064565,-1.068904
-9.842525,-0.021522,-1.054556
-9.849699,-0.028695,-1.076078
-9.835351,-0.043043,-1.083252
-9.849699,0,-1.104773
-9.835351,-0.014348,-1.090425
-9.799482,0.057391,-1.126295
-9.763613,-0.028695,-1.176512
-9.72057,-0.064565,-1.076078
-9.813829,-0.050217,-1.104773
-9.770786,-0.028695,-1.104773
-9.821004,-0.107608,-1.119121
-9.842525,0,-1.076078
-9.842525,-0.078912,-1.083252
-9.813829,0.028695,-1.033035
-9.849699,-0.035869,-1.083252
-9.821004,-0.035869,-1.104773
-9.785134,-0.100434,-1.047382
-9.792308,0.021522,-1.083252
-9.777961,-0.007174,-1.140643
-9.742091,-0.071739,-1.076078
-9.864047,0.021522,-1.076078
-9.792308,-0.028695,-1.147816
-9.821004,-0.064565,-1.15499
-9.806656,0,-1.15499
-9.813829,-0.014348,-1.140643
-9.663178,-0.064565,-1.068904
-9.785134,-0.043043,-1.133469
-9.785134,-0.021522,-1.140643
-9.849699,-0.014348,-1.104773
-9.806656,-0.057391,-1.097599
-9.777961,-0.100434,-1.140643
-9.727743,0.043043,-1.097599
-9.878394,-0.035869,-1.097599
-9.663178,-0.021522,-1.090425
-9.770786,-0.050217,-1.083252
-9.749265,0.028695,-1.047382
-9.799482,-0.078912,-1.133469
-9.813829,0.021522,-1.076078
-9.770786,0.014348,-1.090425
-9.749265,0,-1.15499
-9.770786,0.050217,-1.140643
-9.706222,-0.043043,-1.083252
-9.72057,-0.100434,-1.176512
-9.899916,-0.057391,-1.083252
-9.813829,-0.078912,-1.076078
-9.806656,-0.09326,-1.076078
-9.770786,0,-1.119121
-9.799482,0.028695,-1.162164
-9.706222,-0.050217,-1.147816
-9.749265,-0.028695,-1.133469
-9.821004,0,-1.083252
-9.742091,0.050217,-1.076078
-9.842525,-0.007174,-1.111947
-9.914264,0.021522,-1.176512
-9.828177,0.043043,-1.133469
-9.806656,-0.007174,-1.15499
-9.756439,-0.057391,-1.083252
-9.677526,-0.035869,-1.147816
-9.763613,-0.007174,-1.004339
-9.770786,-0.050217,-1.083252
-9.899916,-0.064565,-1.126295
-9.892742,0,-1.090425
-9.813829,-0.043043,-1.090425
-9.799482,0.007174,-1.068904
-9.835351,0.064565,-1.15499
-9.821004,-0.086086,-1.119121
-9.785134,-0.021522,-1.097599
-9.806656,-0.028695,-1.06173
-9.749265,-0.007174,-1.047382
-9.770786,-0.014348,-1.097599
-9.777961,-0.035869,-1.083252
-9.813829,-0.071739,-1.140643
-9.914264,0.014348,-1.15499
-9.792308,-0.021522,-1.111947
-9.763613,-0.050217,-1.119121
-9.835351,-0.028695,-1.111947
-9.871221,0.007174,-1.097599
-9.849699,-0.014348,-1.104773
-9.842525,-0.014348,-1.119121
-9.899916,0.021522,-1.176512
-9.821004,-0.100434,-1.126295
-9.777961,-0.035869,-1.219555
-9.785134,-0.071739,-1.183686
-9.727743,-0.007174,-1.083252
-9.734918,-0.050217,-1.104773
-9.806656,-0.021522,-1.097599
-9.792308,-0.014348,-1.097599
-9.792308,0.043043,-1.018687
-9.856873,-0.050217,-1.068904
-9.821004,-0.078912,-1.076078
-9.813829,-0.021522,-1.097599
-9.813829,0.035869,-1.104773
-9.799482,-0.064565,-1.176512
-9.821004,-0.050217,-1.097599
-9.842525,-0.071739,-1.119121
-9.806656,-0.028695,-1.198033
-9.828177,0.007174,-1.133469
-9.799482,0.021522,-1.140643
-9.785134,-0.035869,-1.076078
-9.792308,-0.028695,-1.104773
-9.864047,-0.028695,-1.104773
-9.813829,-0.021522,-1.111947
-9.842525,-0.014348,-1.183686
-9.871221,-0.021522,-1.126295
-9.828177,0.050217,-1.047382
-9.835351,-0.014348,-1.119121
-9.835351,0,-1.162164
-9.813829,-0.107608,-1.068904
-9.813829,-0.100434,-1.15499
-9.792308,-0.114782,-1.104773
-9.806656,-0.050217,-1.133469
-9.763613,-0.035869,-1.119121
-9.72057,-0.071739,-1.126295
-9.821004,0.014348,-1.06173
-9.792308,0.007174,-1.133469
-9.856873,-0.021522,-1.068904
-9.727743,0,-1.090425
-9.821004,-0.014348,-1.126295
-9.806656,-0.014348,-1.15499
-9.828177,-0.021522,-1.176512
-9.835351,-0.064565,-1.162164
-9.806656,-0.014348,-1.097599
-9.813829,-0.043043,-1.104773
-9.813829,-0.043043,-1.140643
-9.821004,-0.064565,-1.097599
-9.856873,-0.078912,-1.119121
-9.892742,-0.100434,-1.147816
-9.756439,-0.021522,-1.104773
-9.777961,-0.107608,-1.083252
-9.777961,-0.028695,-1.090425
-9.799482,0.028695,-1.083252
-9.756439,-0.007174,-1.176512
-9.792308,-0.014348,-1.140643
-9.727743,-0.050217,-1.190859
-9.727743,-0.035869,-1.083252
-9.849699,-0.050217,-1.104773
-9.770786,-0.064565,-1.119121
-9.821004,-0.021522,-1.097599
-9.785134,0.021522,-1.090425
-9.742091,-0.057391,-1.133469
-9.713396,-0.050217,-1.119121
-9.842525,-0.064565,-1.126295
-9.770786,-0.043043,-1.090425
-9.821004,0.014348,-1.111947
-9.842525,0.035869,-1.24825
-9.749265,0.007174,-1.111947
-9.777961,-0.043043,-1.15499
-9.856873,-0.014348,-1.176512
-9.72057,0.043043,-1.140643
-9.785134,-0.057391,-1.076078
-9.763613,0.007174,-1.068904
-9.785134,0.028695,-1.097599
-9.72057,-0.078912,-1.090425
-9.756439,-0.014348,-1.169338
-9.742091,-0.057391,-1.162164
-9.835351,-0.035869,-1.119121
-9.864047,0.021522,-1.090425
-9.799482,-0.028695,-1.06173
-9.742091,-0.09326,-1.15499
-9.785134,-0.035869,-1.162164
-9.813829,-0.071739,-1.090425
-9.806656,0,-1.147816
-9.849699,-0.014348,-1.119121
-9.885569,-0.035869,-1.111947
-9.835351,-0.09326,-1.083252
-9.842525,-0.107608,-1.126295
-9.734918,-0.014348,-1.076078
-9.813829,0.028695,-1.126295
-9.785134,-0.071739,-1.076078
-9.770786,-0.050217,-1.15499
-9.856873,-0.078912,-1.047382
-9.871221,0.014348,-1.097599
-9.849699,-0.050217,-1.176512
-9.763613,0.021522,-1.126295
-9.691875,0.021522,-1.068904
-9.785134,-0.021522,-1.162164
-9.713396,-0.021522,-1.169338
-9.835351,-0.028695,-1.104773
-9.849699,-0.021522,-1.126295
-9.806656,0,-1.104773
-9.756439,-0.043043,-1.104773
-9.878394,-0.050217,-1.162164
-9.742091,-0.035869,-1.126295
-9.734918,0,-1.068904
-9.806656,-0.043043,-1.068904
-9.842525,-0.09326,-1.119121
-9.885569,-0.028695,-1.176512
-9.770786,-0.09326,-1.090425
-9.792308,-0.035869,-1.083252
-9.792308,-0.050217,-1.140643
-9.835351,0.021522,-1.133469
-9.799482,-0.035869,-1.133469
-9.828177,-0.007174,-1.119121
-9.842525,0,-1.06173
-9.828177,0.007174,-1.068904
-9.842525,-0.035869,-1.111947
-9.813829,-0.035869,-1.054556
-9.892742,-0.064565,-1.147816
-9.849699,-0.050217,-1.15499
-9.813829,-0.021522,-1.147816
-9.763613,-0.043043,-1.104773
-9.842525,-0.057391,-1.126295
-9.749265,0.014348,-1.083252
-9.806656,-0.014348,-1.133469
-9.842525,-0.007174,-1.111947
-9.828177,-0.007174,-1.111947
-9.763613,-0.114782,-1.133469
-9.799482,-0.014348,-1.083252
-9.770786,-0.050217,-1.076078
-9.828177,-0.035869,-1.083252
-9.742091,0.007174,-1.090425
-9.756439,-0.035869,-1.104773
-9.792308,-0.064565,-1.169338
-9.835351,-0.09326,-1.104773
-9.806656,-0.028695,-1.097599
-9.806656,-0.071739,-1.068904
-9.799482,-0.107608,-1.033035
-9.899916,-0.071739,-1.111947
-9.871221,-0.021522,-1.147816
-9.842525,-0.071739,-1.119121
-9.842525,0,-1.054556
-9.799482,-0.028695,-1.104773
-9.734918,0.043043,-1.104773
-9.734918,0,-1.133469
-9.72057,0.007174,-1.119121
-9.792308,-0.035869,-1.083252
-9.806656,0.014348,-1.068904
-9.72057,0.007174,-1.133469
-9.806656,-0.050217,-1.162164
-9.842525,-0.014348,-1.104773
-9.828177,0.007174,-1.06173
-9.828177,0.028695,-1.076078
-9.785134,-0.028695,-1.097599
-9.785134,-0.014348,-1.104773
-9.763613,-0.035869,-1.090425
-9.828177,-0.028695,-1.104773
-9.777961,-0.064565,-1.011513
-9.856873,0.014348,-1.104773
-9.871221,0.028695,-1.097599
-9.813829,-0.09326,-1.119121
-9.835351,-0.078912,-1.083252
-9.742091,-0.064565,-1.054556
-9.785134,-0.050217,-1.083252
-9.842525,-0.057391,-1.047382
-9.821004,-0.078912,-1.140643
-9.785134,-0.064565,-1.133469
-9.777961,-0.043043,-1.126295
-9.842525,-0.057391,-1.097599
-9.813829,0.043043,-1.054556
-9.821004,0.007174,-1.068904
-9.813829,-0.078912,-1.076078
-9.835351,-0.014348,-1.076078
-9.749265,0,-1.126295
-9.756439,0,-1.133469
-9.749265,0.014348,-1.111947
-9.770786,0.014348,-1.119121
-9.749265,-0.071739,-1.169338
-9.770786,-0.064565,-1.06173
-9.878394,-0.071739,-1.126295
-9.821004,0.021522,-1.104773
-9.821004,-0.057391,-1.06173
-9.792308,-0.028695,-1.119121
-9.871221,-0.057391,-1.205207
-9.856873,-0.071739,-1.205207
-9.799482,-0.050217,-1.083252
-9.806656,0.014348,-1.104773
-9.756439,-0.043043,-1.133469
-9.770786,0.021522,-1.111947
-9.749265,-0.100434,-1.076078
-9.777961,-0.021522,-1.140643
-9.742091,0.035869,-1.090425
-9.849699,-0.021522,-1.047382
-9.792308,0.021522,-1.133469
-9.770786,-0.014348,-1.104773
-9.785134,-0.028695,-1.162164
-9.763613,-0.121955,-1.169338
-9.792308,-0.100434,-1.198033
-9.842525,-0.078912,-1.169338
-9.871221,-0.086086,-1.119121
-9.799482,-0.086086,-1.15499
-9.871221,-0.150651,-1.147816
-9.749265,-0.071739,-1.140643
-9.813829,-0.035869,-1.119121
-9.734918,-0.035869,-1.040209
-9.799482,-0.064565,-1.040209
-9.749265,-0.028695,-1.104773
-9.828177,-0.086086,-1.119121
-9.813829,0.107608,-1.090425
-9.763613,0.007174,-1.111947
-9.806656,0.035869,-1.126295
-9.763613,-0.028695,-1.054556
-9.749265,0.007174,-1.076078
-9.777961,-0.028695,-1.097599
-9.756439,-0.028695,-1.054556
-9.806656,-0.09326,-1.104773
-9.892742,-0.100434,-1.140643
-9.899916,-0.021522,-1.133469
-9.734918,-0.057391,-1.176512
-9.72057,-0.078912,-1.090425
-9.727743,-0.043043,-1.133469
-9.871221,0.035869,-1.133469
-9.864047,0.021522,-1.119121
-9.792308,-0.050217,-1.147816
-9.792308,-0.050217,-1.119121
-9.842525,-0.114782,-1.133469
-9.785134,-0.100434,-1.233903
-9.821004,-0.021522,-1.090425
-9.763613,-0.078912,-1.104773
-9.742091,-0.064565,-1.111947
-9.763613,-0.09326,-1.090425
-9.763613,-0.107608,-1.140643
-9.72057,-0.078912,-1.083252
-9.885569,0.043043,-1.15499
-9.785134,0,-1.183686
-9.756439,0.035869,-1.018687
-9.777961,0.014348,-1.111947
-9.749265,-0.021522,-1.090425
-9.806656,-0.071739,-1.011513
-9.763613,0,-1.018687
-9.813829,0.078912,-1.097599
-9.856873,0.035869,-1.162164
-9.856873,0.035869,-1.133469
-9.713396,0.043043,-1.090425
-9.677526,-0.043043,-1.068904
-9.72057,-0.086086,-1.104773
-9.799482,-0.071739,-1.126295
-9.785134,-0.129129,-1.126295
-9.828177,-0.09326,-1.111947
-9.785134,-0.078912,-1.068904
-9.971654,0.043043,-1.111947
-9.821004,0.007174,-1.068904
-9.849699,0.035869,-1.06173
-9.806656,-0.014348,-1.126295
-9.792308,-0.028695,-1.169338
-9.821004,-0.071739,-1.140643
-9.828177,-0.014348,-1.104773
-9.799482,0.071739,-1.111947
-9.777961,-0.014348,-1.054556
-9.792308,-0.050217,-1.054556
-9.821004,-0.035869,-1.090425
-9.835351,-0.057391,-1.104773
-9.856873,-0.064565,-1.083252
-9.770786,-0.007174,-1.140643
-9.813829,-0.057391,-1.126295
-9.835351,-0.007174,-1.097599
-9.835351,0.007174,-1.068904
-9.821004,-0.007174,-1.097599
-9.806656,0.035869,-1.090425
-9.813829,0.007174,-1.169338
-9.777961,0.028695,-1.111947
-9.770786,-0.050217,-1.15499
-9.792308,0.007174,-1.06173
-9.777961,-0.050217,-1.126295
-9.842525,0.014348,-1.119121
-9.777961,-0.078912,-1.111947
-9.699048,-0.007174,-1.111947
-9.691875,-0.021522,-1.097599
-9.763613,-0.035869,-1.198033
-9.828177,-0.064565,-1.083252
-9.864047,-0.064565,-1.090425
-9.734918,-0.064565,-1.083252
-9.777961,-0.057391,-1.111947
-9.828177,-0.050217,-1.133469
-9.756439,-0.043043,-1.133469
-9.763613,-0.136303,-1.198033
-9.756439,0.007174,-1.147816
-9.756439,-0.078912,-1.126295
-9.785134,-0.035869,-1.133469
-9.806656,0.064565,-1.111947
-9.806656,-0.021522,-1.06173
-9.849699,-0.028695,-1.147816
-9.871221,-0.064565,-1.126295
-9.828177,-0.057391,-1.097599
-9.785134,0.014348,-1.169338
-9.749265,-0.064565,-1.104773
-9.785134,0.057391,-1.076078
-9.785134,-0.050217,-1.076078
-9.821004,0.007174,-1.133469
-9.856873,-0.078912,-1.111947
-9.792308,-0.064565,-1.147816
-9.763613,-0.121955,-1.090425
-9.813829,-0.107608,-0.989992
-9.734918,-0.021522,-1.083252
-9.742091,-0.043043,-1.083252
-9.842525,-0.014348,-1.054556
-9.813829,-0.064565,-1.104773
-9.828177,-0.021522,-1.119121
-9.821004,0.028695,-1.205207
-9.785134,0.050217,-1.126295
-9.785134,-0.028695,-1.140643
-9.828177,-0.050217,-1.040209
-9.806656,0,-1.004339
-9.842525,-0.143477,-1.083252
-9.777961,-0.086086,-1.076078
-9.821004,-0.043043,-1.083252
-9.878394,-0.007174,-1.133469
-9.749265,-0.057391,-1.06173
-9.699048,0,-1.104773
-9.749265,-0.021522,-1.06173
-9.756439,-0.014348,-1.040209
-9.799482,-0.064565,-1.083252
-9.706222,-0.064565,-1.097599
-9.785134,-0.007174,-1.15499
-9.842525,-0.035869,-1.104773
-9.813829,-0.050217,-1.083252
-9.899916,0.028695,-1.111947
-9.821004,-0.064565,-1.140643
-9.835351,-0.100434,-1.083252
-9.878394,-0.078912,-1.126295
-9.799482,0,-1.097599
-9.828177,-0.09326,-1.111947
-9.785134,-0.043043,-1.15499
-9.813829,-0.014348,-1.140643
-9.792308,-0.035869,-1.140643
-9.828177,-0.071739,-1.111947
-9.756439,-0.050217,-1.090425
-9.756439,-0.021522,-1.068904
-9.828177,-0.050217,-1.147816
-9.849699,-0.114782,-1.119121
-9.785134,0.021522,-1.147816
-9.856873,-0.071739,-1.147816
-9.763613,0.043043,-1.040209
-9.799482,-0.021522,-1.054556
-9.792308,-0.035869,-1.076078
-9.742091,-0.043043,-1.083252
-9.806656,-0.043043,-1.140643
-9.799482,-0.035869,-1.068904
-9.785134,-0.028695,-1.076078
-9.756439,-0.078912,-1.054556
-9.828177,-0.007174,-1.111947
-9.856873,0.028695,-1.090425
-9.813829,-0.057391,-1.119121
-9.799482,-0.057391,-1.169338
-9.770786,-0.035869,-1.126295
-9.670353,-0.007174,-1.111947
-9.899916,0,-1.140643
-9.864047,0.007174,-1.104773
-9.821004,0,-1.111947
-9.821004,-0.057391,-1.15499
-9.821004,0.050217,-1.133469
-9.885569,-0.064565,-1.162164
-9.799482,-0.035869,-1.06173
-9.734918,-0.014348,-1.15499
-9.713396,0.014348,-1.090425
-9.828177,-0.078912,-1.083252
-9.828177,-0.014348,-1.090425
-9.777961,-0.064565,-1.090425
-9.792308,0.064565,-1.090425
-9.749265,-0.057391,-1.15499
-9.871221,-0.028695,-1.147816
-9.72057,-0.057391,-1.076078
-9.742091,-0.028695,-1.119121
-9.792308,-0.035869,-1.169338
-9.756439,-0.014348,-1.126295
-9.763613,0,-1.068904
-9.770786,0.014348,-1.097599
